providerGameId,league,date,homeTeam,awayTeam,pickTeamId,pickTeamName,confidence,edgeScore,winProbability,actualWinner,hit,seasonPhase,dataAvailability
152454,NPB,2024-10-01,Yokohama BayStars,Hiroshima Carp,home,Yokohama BayStars,39.1,2.3,52.3,home,1,late,1
159810,NPB,2024-10-01,Fukuoka S. Hawks,Orix Buffaloes,home,Fukuoka S. Hawks,54.2,8.5,58.5,home,1,late,1
159811,NPB,2024-10-01,Rakuten Gold. Eagles,Chiba Lotte Marines,away,Chiba Lotte Marines,47.7,-4.1,54.1,away,1,late,1
159812,NPB,2024-10-01,Seibu Lions,Nippon Ham Fighters,away,Nippon Ham Fighters,48.2,-2.8,52.8,home,0,late,1
152070,NPB,2024-10-02,Yakult Swallows,Hiroshima Carp,home,Yakult Swallows,45.4,7.8,57.8,home,1,late,1
160891,NPB,2024-10-02,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,42.6,2.3,52.3,home,1,late,1
163079,KBO,2024-10-02,Doosan Bears,KT Wiz Suwon,home,Doosan Bears,51.7,4.7,54.7,away,0,late,1
163084,KBO,2024-10-03,Doosan Bears,KT Wiz Suwon,away,KT Wiz Suwon,27.2,-0.2,50.2,away,1,late,1
152591,NPB,2024-10-03,Yakult Swallows,Hiroshima Carp,home,Yakult Swallows,44.4,6.3,56.3,away,0,late,1
152657,NPB,2024-10-03,Yokohama BayStars,Hanshin Tigers,home,Yokohama BayStars,40.7,0.1,50.1,away,0,late,1
159967,NPB,2024-10-03,Chiba Lotte Marines,Nippon Ham Fighters,home,Chiba Lotte Marines,38.3,2.5,52.5,away,0,late,1
159968,NPB,2024-10-03,Fukuoka S. Hawks,Rakuten Gold. Eagles,home,Fukuoka S. Hawks,55.7,10.8,60.8,home,1,late,1
152660,NPB,2024-10-04,Chunichi Dragons,Yokohama BayStars,home,Chunichi Dragons,38.9,3.3,53.3,away,0,late,1
160205,NPB,2024-10-04,Fukuoka S. Hawks,Chiba Lotte Marines,home,Fukuoka S. Hawks,53.7,7.7,57.7,home,1,late,1
152668,NPB,2024-10-05,Chunichi Dragons,Yokohama BayStars,away,Yokohama BayStars,45.2,-3,53,home,0,late,1
163095,KBO,2024-10-05,LG Twins,KT Wiz Suwon,home,LG Twins,40.6,1.2,51.2,away,0,late,1
152071,NPB,2024-10-05,Rakuten Gold. Eagles,Nippon Ham Fighters,away,Nippon Ham Fighters,52.3,-5.6,55.6,away,1,late,1
152662,NPB,2024-10-05,Hiroshima Carp,Yakult Swallows,away,Yakult Swallows,34.6,-1.4,51.4,home,0,late,1
152672,NPB,2024-10-06,Chunichi Dragons,Yokohama BayStars,home,Chunichi Dragons,36.7,0,50,away,0,late,1
163096,KBO,2024-10-06,LG Twins,KT Wiz Suwon,away,KT Wiz Suwon,32.8,-2.1,52.1,home,0,late,1
152392,NPB,2024-10-06,Rakuten Gold. Eagles,Orix Buffaloes,away,Orix Buffaloes,40,-6.9,56.9,away,1,late,1
152738,NPB,2024-10-08,Rakuten Gold. Eagles,Nippon Ham Fighters,away,Nippon Ham Fighters,53.1,-6.9,56.9,home,0,late,1
163097,KBO,2024-10-08,KT Wiz Suwon,LG Twins,away,LG Twins,43.1,-1.8,51.8,away,1,late,1
163103,KBO,2024-10-09,KT Wiz Suwon,LG Twins,away,LG Twins,52,-5.2,55.2,home,0,late,1
152590,NPB,2024-10-09,Rakuten Gold. Eagles,Seibu Lions,away,Seibu Lions,33.1,-1.2,51.2,draw,,late,1
163108,KBO,2024-10-11,LG Twins,KT Wiz Suwon,home,LG Twins,47.2,1.4,51.4,home,1,late,1
163080,NPB,2024-10-12,Hanshin Tigers,Yokohama BayStars,home,Hanshin Tigers,44.9,2.5,52.5,away,0,late,1
163081,NPB,2024-10-12,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,39.5,0.3,50.3,away,0,late,1
163082,NPB,2024-10-13,Hanshin Tigers,Yokohama BayStars,away,Yokohama BayStars,40.1,-1.9,51.9,away,1,late,1
163083,NPB,2024-10-13,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,39.9,0.3,50.3,home,1,late,1
163111,KBO,2024-10-13,Samsung Lions,LG Twins,away,LG Twins,46.5,-0.9,50.9,home,0,late,1
163127,NPB,2024-10-14,Nippon Ham Fighters,Chiba Lotte Marines,home,Nippon Ham Fighters,51.7,4.8,54.8,home,1,late,1
163112,KBO,2024-10-15,Samsung Lions,LG Twins,away,LG Twins,42.5,-0.8,50.8,home,0,late,1
163128,NPB,2024-10-16,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,42.8,2.7,52.7,away,0,late,1
163132,NPB,2024-10-16,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,55.1,9.9,59.9,home,1,late,1
163129,NPB,2024-10-17,Yomiuri Giants,Yokohama BayStars,away,Yokohama BayStars,37.6,-1.4,51.4,away,1,late,1
163133,NPB,2024-10-17,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,55.1,9.9,59.9,home,1,late,1
163113,KBO,2024-10-17,LG Twins,Samsung Lions,away,Samsung Lions,40.3,-2.1,52.1,home,0,late,1
163130,NPB,2024-10-18,Yomiuri Giants,Yokohama BayStars,away,Yokohama BayStars,39.4,-4.1,54.1,away,1,late,1
163134,NPB,2024-10-18,Fukuoka S. Hawks,Nippon Ham Fighters,home,Fukuoka S. Hawks,55.3,10.2,60.2,home,1,late,1
163141,KBO,2024-10-19,LG Twins,Samsung Lions,home,LG Twins,42.2,0.4,50.4,away,0,late,1
163140,NPB,2024-10-19,Yomiuri Giants,Yokohama BayStars,away,Yokohama BayStars,40.2,-5.2,55.2,home,0,late,1
163148,NPB,2024-10-20,Yomiuri Giants,Yokohama BayStars,away,Yokohama BayStars,34.9,-0.6,50.6,home,0,late,1
163149,NPB,2024-10-21,Yomiuri Giants,Yokohama BayStars,home,Yomiuri Giants,37.7,1.6,51.6,away,0,late,1
163144,KBO,2024-10-23,KIA Tigers,Samsung Lions,home,KIA Tigers,46.3,4.6,54.6,home,1,late,1
163145,KBO,2024-10-23,KIA Tigers,Samsung Lions,home,KIA Tigers,46,4.2,54.2,home,1,late,1
163146,KBO,2024-10-25,Samsung Lions,KIA Tigers,away,KIA Tigers,47.7,-6.6,56.6,home,0,late,1
163147,KBO,2024-10-26,Samsung Lions,KIA Tigers,away,KIA Tigers,43.7,-4,54,away,1,late,1
163155,NPB,2024-10-26,Yokohama BayStars,Fukuoka S. Hawks,away,Fukuoka S. Hawks,55.6,-10.6,60.6,away,1,late,1
163156,NPB,2024-10-27,Yokohama BayStars,Fukuoka S. Hawks,away,Fukuoka S. Hawks,55.4,-10.4,60.4,away,1,late,1
163178,KBO,2024-10-28,KIA Tigers,Samsung Lions,home,KIA Tigers,47.3,6.1,56.1,home,1,late,1
163157,NPB,2024-10-29,Fukuoka S. Hawks,Yokohama BayStars,home,Fukuoka S. Hawks,56.5,12,62,away,0,late,1
163158,NPB,2024-10-30,Fukuoka S. Hawks,Yokohama BayStars,home,Fukuoka S. Hawks,50.9,6.9,56.9,away,0,late,1
163279,NPB,2024-10-31,Fukuoka S. Hawks,Yokohama BayStars,home,Fukuoka S. Hawks,48.4,3.1,53.1,away,0,late,1
163281,NPB,2024-11-03,Yokohama BayStars,Fukuoka S. Hawks,away,Fukuoka S. Hawks,40.6,-1.2,51.2,home,0,late,1
